OBJECTID,SURVEYJOBIDPK,SURVEYAGENCY,CHANNELAREAIDFK,SDSFEATURENAME,SOURCEPROJECTION,SURVEYDATEUPLOADED,SOURCEDATALOCATION,SURVEYDATEEND,SURVEYDATESTART,SURVEYTYPE,PROJECTEDAREA,Hi-Res?
547172,SW_10_SWP_20180918_CS,CEMVN,CEMVN_SW_10_SWP,SOUTHWEST PASS - SHEET 10,Louisiana South,2018-09-18,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_10_SWP_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,14004643.8727489,Ovrd
547175,CL_21_LMT_20180917_CS,CENWP,CENWP_CL_21_LMT,LOWER MARTIN BAR,Oregon North,2018-09-18,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_21_LMT_20180917_CS.ZIP,2018-09-17,2018-09-17,CS,22048454.1543016,Yes
547178,CM_09_SKP_20180917_CS,CENWP,CENWP_CM_09_SKP,SKIPANON CHANNEL,Oregon North,2018-09-18,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CM_09_SKP_20180917_CS.ZIP,2018-09-17,2018-09-17,CS,3849927.17880985,Yes
547176,CL_06_MLN_20180918_CS,CENWP,CENWP_CL_06_MLN,MILLER SANDS,Oregon North,2018-09-18,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_06_MLN_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,25092950.4393734,Yes
547177,CL_22_UMT_20180918_CS,CENWP,CENWP_CL_22_UMT,UPPER MARTIN BAR,Oregon North,2018-09-18,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_22_UMT_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,21034463.2774234,Yes
547179,UM_02_UM2_20180917_CS,CENWP,CENWP_UM_02_UM2,SALMON HARBOR REACH,Oregon South,2018-09-18,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/UM_02_UM2_20180917_CS.ZIP,2018-09-17,2018-09-17,CS,3707631.2377579,Yes
547187,GH_04_GSB_20180829_CS,CESAM,CESAM_GH_04_GSB,Gulfport Small Craft Harbor,Mississippi East,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/GH_04_GSB_20180829_CS.ZIP,2018-08-29,2018-08-29,CS,3492261.61436478,No
547188,CB_01_CAB_20180827_CS,CESAM,CESAM_CB_01_CAB,Cadet Bayou,Mississippi East,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/CB_01_CAB_20180827_CS.ZIP,2018-08-27,2018-08-27,CS,3355303.58871121,No
547192,DI_01_DFG_20180912_CS,CESAM,CESAM_DI_01_DFG,Fort Gaines,Alabama West,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/DI_01_DFG_20180912_CS.ZIP,2018-09-12,2018-09-12,CS,621903.85191313,No
547186,PH_03_PLS_20180913_CS,CESAM,CESAM_PH_03_PLS,Pascagoula Lower Sound,Mississippi East,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/PH_03_PLS_20180913_CS.ZIP,2018-09-13,2018-09-13,CS,19201978.2613824,No
547193,DI_02_DPD_20180912_CS,CESAM,CESAM_DI_02_DPD,Pass Drury,Alabama West,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/DI_02_DPD_20180912_CS.ZIP,2018-09-12,2018-09-12,CS,990471.34705712,No
547194,MH_01_MBC_20180911_CS,CESAM,CESAM_MH_01_MBC,Mobile Bar Channel,Alabama West,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/MH_01_MBC_20180911_CS.ZIP,2018-09-11,2018-09-11,CS,56100549.9164951,No
547190,DI_03_DVC_20180913_CS,CESAM,CESAM_DI_03_DVC,Village Channel,Alabama West,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/DI_03_DVC_20180913_CS.ZIP,2018-09-13,2018-09-13,CS,2395079.49710879,No
547191,PP_01_PPC_20180917_CS,CESAM,CESAM_PP_01_PPC,Perdido Pass Channel,Alabama West,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/PP_01_PPC_20180917_CS.ZIP,2018-09-17,2018-09-17,CS,3540148.91338342,No
547195,PM_5A_NET_20180914_CS_15_LWD,CESWG,CESWG_PM_5A_NET,PORT_MANSFIELD,Texas South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/PM_5A_NET_20180914_CS_15_LWD.ZIP,2018-09-14,2018-09-14,CS,488653.63301185,No
547196,PM_05_STG_20180914_CS_15_LWD,CESWG,CESWG_PM_05_STG,PORT_MANSFIELD,Texas South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/PM_05_STG_20180914_CS_15_LWD.ZIP,2018-09-14,2018-09-14,CS,3582147.33019611,No
547197,PM_04_TTS_20180914_CS_15_LWD,CESWG,CESWG_PM_04_TTS,PORT_MANSFIELD,Texas South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/PM_04_TTS_20180914_CS_15_LWD.ZIP,2018-09-14,2018-09-14,CS,3314086.73683005,No
547198,PM_03_OTT_20180914_CS_15_LWD,CESWG,CESWG_PM_03_OTT,PORT_MANSFIELD,Texas South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/PM_03_OTT_20180914_CS_15_LWD.ZIP,2018-09-14,2018-09-14,CS,1823356.58705242,No
547199,PM_02_ZTO_20180914_CS_15_LWD,CESWG,CESWG_PM_02_ZTO,PORT_MANSFIELD,Texas South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/PM_02_ZTO_20180914_CS_15_LWD.ZIP,2018-09-14,2018-09-14,CS,778932.05160841,No
547189,CQ_02_BBB_20180918_CS,CENWP,CENWP_CQ_02_BBB,BANDON BOAT BASIN,Oregon South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CQ_02_BBB_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,123773.88220006,Yes
547200,SW_04_SWP_20180919_CS,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,35831056.4345719,Ovrd
547489,SW_05_SWP_20180919_CS,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,33735463.8934812,Ovrd
547490,SW_03_SWP_20180919_CS,CEMVN,CEMVN_SW_03_SWP,SOUTHWEST PASS - SHEET 3,Louisiana South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_03_SWP_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,32668737.0609707,Ovrd
547491,SW_02_SWP_20180919_CS,CEMVN,CEMVN_SW_02_SWP,SOUTHWEST PASS - SHEET 2,Louisiana South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_02_SWP_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,37968463.3606688,Ovrd
547492,SW_01_SWP_20180919_CS,CEMVN,CEMVN_SW_01_SWP,SOUTHWEST PASS - SHEET 1,Louisiana South,2018-09-19,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_01_SWP_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,25652640.7384477,Ovrd
